Round,NumSelected,BytesDown,BytesUp,BytesTotal,MBTotal
774,5,382920,382920,765840,0.730362
775,5,382920,382920,765840,0.730362
776,5,382920,382920,765840,0.730362
777,5,382920,382920,765840,0.730362
778,5,382920,382920,765840,0.730362
779,5,382920,382920,765840,0.730362
780,5,382920,382920,765840,0.730362
781,5,382920,382920,765840,0.730362
782,5,382920,382920,765840,0.730362
783,5,382920,382920,765840,0.730362
784,5,382920,382920,765840,0.730362
785,5,382920,382920,765840,0.730362
786,5,382920,382920,765840,0.730362
787,5,382920,382920,765840,0.730362
788,5,382920,382920,765840,0.730362
789,5,382920,382920,765840,0.730362
790,5,382920,382920,765840,0.730362
791,5,382920,382920,765840,0.730362
792,5,382920,382920,765840,0.730362
793,5,382920,382920,765840,0.730362
794,5,382920,382920,765840,0.730362
795,5,382920,382920,765840,0.730362
796,5,382920,382920,765840,0.730362
797,5,382920,382920,765840,0.730362
798,5,382920,382920,765840,0.730362
799,5,382920,382920,765840,0.730362
800,5,382920,382920,765840,0.730362
801,5,382920,382920,765840,0.730362
802,5,382920,382920,765840,0.730362
803,5,382920,382920,765840,0.730362
804,5,382920,382920,765840,0.730362
805,5,382920,382920,765840,0.730362
806,5,382920,382920,765840,0.730362
807,5,382920,382920,765840,0.730362
808,5,382920,382920,765840,0.730362
809,5,382920,382920,765840,0.730362
810,5,382920,382920,765840,0.730362
811,5,382920,382920,765840,0.730362
812,5,382920,382920,765840,0.730362
813,5,382920,382920,765840,0.730362
814,5,382920,382920,765840,0.730362
815,5,382920,382920,765840,0.730362
816,5,382920,382920,765840,0.730362
817,5,382920,382920,765840,0.730362
818,5,382920,382920,765840,0.730362
819,5,382920,382920,765840,0.730362
820,5,382920,382920,765840,0.730362
821,5,382920,382920,765840,0.730362
822,5,382920,382920,765840,0.730362
823,5,382920,382920,765840,0.730362
824,5,382920,382920,765840,0.730362
825,5,382920,382920,765840,0.730362
826,5,382920,382920,765840,0.730362
827,5,382920,382920,765840,0.730362
828,5,382920,382920,765840,0.730362
829,5,382920,382920,765840,0.730362
830,5,382920,382920,765840,0.730362
831,5,382920,382920,765840,0.730362
832,5,382920,382920,765840,0.730362
833,5,382920,382920,765840,0.730362
834,5,382920,382920,765840,0.730362
835,5,382920,382920,765840,0.730362
836,5,382920,382920,765840,0.730362
837,5,382920,382920,765840,0.730362
838,5,382920,382920,765840,0.730362
839,5,382920,382920,765840,0.730362
840,5,382920,382920,765840,0.730362
841,5,382920,382920,765840,0.730362
842,5,382920,382920,765840,0.730362
843,5,382920,382920,765840,0.730362
844,5,382920,382920,765840,0.730362
845,5,382920,382920,765840,0.730362
846,5,382920,382920,765840,0.730362
847,5,382920,382920,765840,0.730362
848,5,382920,382920,765840,0.730362
849,5,382920,382920,765840,0.730362
850,5,382920,382920,765840,0.730362
851,5,382920,382920,765840,0.730362
852,5,382920,382920,765840,0.730362
853,5,382920,382920,765840,0.730362
854,5,382920,382920,765840,0.730362
855,5,382920,382920,765840,0.730362
856,5,382920,382920,765840,0.730362
857,5,382920,382920,765840,0.730362
858,5,382920,382920,765840,0.730362
859,5,382920,382920,765840,0.730362
860,5,382920,382920,765840,0.730362
861,5,382920,382920,765840,0.730362
862,5,382920,382920,765840,0.730362
863,5,382920,382920,765840,0.730362
864,5,382920,382920,765840,0.730362
865,5,382920,382920,765840,0.730362
866,5,382920,382920,765840,0.730362
867,5,382920,382920,765840,0.730362
868,5,382920,382920,765840,0.730362
869,5,382920,382920,765840,0.730362
870,5,382920,382920,765840,0.730362
871,5,382920,382920,765840,0.730362
872,5,382920,382920,765840,0.730362
873,5,382920,382920,765840,0.730362
874,5,382920,382920,765840,0.730362
875,5,382920,382920,765840,0.730362
876,5,382920,382920,765840,0.730362
877,5,382920,382920,765840,0.730362
878,5,382920,382920,765840,0.730362
879,5,382920,382920,765840,0.730362
880,5,382920,382920,765840,0.730362
881,5,382920,382920,765840,0.730362
882,5,382920,382920,765840,0.730362
883,5,382920,382920,765840,0.730362
884,5,382920,382920,765840,0.730362
885,5,382920,382920,765840,0.730362
886,5,382920,382920,765840,0.730362
887,5,382920,382920,765840,0.730362
888,5,382920,382920,765840,0.730362
889,5,382920,382920,765840,0.730362
890,5,382920,382920,765840,0.730362
891,5,382920,382920,765840,0.730362
892,5,382920,382920,765840,0.730362
893,5,382920,382920,765840,0.730362
894,5,382920,382920,765840,0.730362
895,5,382920,382920,765840,0.730362
896,5,382920,382920,765840,0.730362
897,5,382920,382920,765840,0.730362
898,5,382920,382920,765840,0.730362
899,5,382920,382920,765840,0.730362
900,5,382920,382920,765840,0.730362
901,5,382920,382920,765840,0.730362
902,5,382920,382920,765840,0.730362
903,5,382920,382920,765840,0.730362
904,5,382920,382920,765840,0.730362
905,5,382920,382920,765840,0.730362
906,5,382920,382920,765840,0.730362
907,5,382920,382920,765840,0.730362
908,5,382920,382920,765840,0.730362
909,5,382920,382920,765840,0.730362
910,5,382920,382920,765840,0.730362
911,5,382920,382920,765840,0.730362
912,5,382920,382920,765840,0.730362
913,5,382920,382920,765840,0.730362
914,5,382920,382920,765840,0.730362
915,5,382920,382920,765840,0.730362
916,5,382920,382920,765840,0.730362
917,5,382920,382920,765840,0.730362
918,5,382920,382920,765840,0.730362
919,5,382920,382920,765840,0.730362
920,5,382920,382920,765840,0.730362
921,5,382920,382920,765840,0.730362
922,5,382920,382920,765840,0.730362
923,5,382920,382920,765840,0.730362
924,5,382920,382920,765840,0.730362
925,5,382920,382920,765840,0.730362
926,5,382920,382920,765840,0.730362
927,5,382920,382920,765840,0.730362
928,5,382920,382920,765840,0.730362
929,5,382920,382920,765840,0.730362
930,5,382920,382920,765840,0.730362
931,5,382920,382920,765840,0.730362
932,5,382920,382920,765840,0.730362
933,5,382920,382920,765840,0.730362
934,5,382920,382920,765840,0.730362
935,5,382920,382920,765840,0.730362
936,5,382920,382920,765840,0.730362
937,5,382920,382920,765840,0.730362
938,5,382920,382920,765840,0.730362
939,5,382920,382920,765840,0.730362
940,5,382920,382920,765840,0.730362
941,5,382920,382920,765840,0.730362
942,5,382920,382920,765840,0.730362
943,5,382920,382920,765840,0.730362
944,5,382920,382920,765840,0.730362
945,5,382920,382920,765840,0.730362
946,5,382920,382920,765840,0.730362
947,5,382920,382920,765840,0.730362
948,5,382920,382920,765840,0.730362
949,5,382920,382920,765840,0.730362
950,5,382920,382920,765840,0.730362
951,5,382920,382920,765840,0.730362
952,5,382920,382920,765840,0.730362
953,5,382920,382920,765840,0.730362
954,5,382920,382920,765840,0.730362
955,5,382920,382920,765840,0.730362
956,5,382920,382920,765840,0.730362
957,5,382920,382920,765840,0.730362
958,5,382920,382920,765840,0.730362
959,5,382920,382920,765840,0.730362
960,5,382920,382920,765840,0.730362
961,5,382920,382920,765840,0.730362
962,5,382920,382920,765840,0.730362
963,5,382920,382920,765840,0.730362
964,5,382920,382920,765840,0.730362
965,5,382920,382920,765840,0.730362
966,5,382920,382920,765840,0.730362
967,5,382920,382920,765840,0.730362
968,5,382920,382920,765840,0.730362
969,5,382920,382920,765840,0.730362
970,5,382920,382920,765840,0.730362
971,5,382920,382920,765840,0.730362
972,5,382920,382920,765840,0.730362
973,5,382920,382920,765840,0.730362
974,5,382920,382920,765840,0.730362
975,5,382920,382920,765840,0.730362
976,5,382920,382920,765840,0.730362
977,5,382920,382920,765840,0.730362
978,5,382920,382920,765840,0.730362
979,5,382920,382920,765840,0.730362
980,5,382920,382920,765840,0.730362
981,5,382920,382920,765840,0.730362
982,5,382920,382920,765840,0.730362
983,5,382920,382920,765840,0.730362
984,5,382920,382920,765840,0.730362
985,5,382920,382920,765840,0.730362
986,5,382920,382920,765840,0.730362
987,5,382920,382920,765840,0.730362
988,5,382920,382920,765840,0.730362
989,5,382920,382920,765840,0.730362
990,5,382920,382920,765840,0.730362
991,5,382920,382920,765840,0.730362
992,5,382920,382920,765840,0.730362
993,5,382920,382920,765840,0.730362
994,5,382920,382920,765840,0.730362
995,5,382920,382920,765840,0.730362
996,5,382920,382920,765840,0.730362
997,5,382920,382920,765840,0.730362
998,5,382920,382920,765840,0.730362
999,5,382920,382920,765840,0.730362
